date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2024-06-10 12:00:00,1718020800,291,288,536081,834113
2024-06-10 18:00:00,1718042400,293,289,625907,1033015
2024-06-11 00:00:00,1718064000,292,287,749876,893305
2024-06-11 06:00:00,1718085600,292,289,476215,708880
2024-06-11 12:00:00,1718107200,293,291,560228,966816
2024-06-11 18:00:00,1718128800,297,292,519652,1149095
2024-06-12 00:00:00,1718150400,303,299,399114,1109750
2024-06-12 06:00:00,1718172000,309,304,297448,589367
2024-06-12 12:00:00,1718193600,309,304,440794,810942
2024-06-12 18:00:00,1718215200,315,310,575835,1322128
2024-06-13 00:00:00,1718236800,315,310,440490,938858
2024-06-13 06:00:00,1718258400,318,313,324381,573562
2024-06-13 12:00:00,1718280000,318,314,497574,963087
2024-06-13 18:00:00,1718301600,316,313,852596,900417
2024-06-14 00:00:00,1718323200,313,309,774201,679571
2024-06-14 06:00:00,1718344800,313,310,415580,481401
2024-06-14 12:00:00,1718366400,317,313,438129,661314
2024-06-14 18:00:00,1718388000,315,311,448796,755186
2024-06-15 00:00:00,1718409600,315,312,632814,911263
2024-06-15 06:00:00,1718431200,318,315,511563,604557
2024-06-15 12:00:00,1718452800,320,316,729158,715797
2024-06-15 18:00:00,1718474400,325,320,601602,995418
2024-06-16 00:00:00,1718496000,328,324,542506,1070262
2024-06-16 06:00:00,1718517600,316,314,466984,599712
2024-06-16 12:00:00,1718539200,316,311,540115,891832
2024-06-16 18:00:00,1718560800,317,313,834849,978366
2024-06-17 00:00:00,1718582400,316,312,781023,650622
2024-06-17 06:00:00,1718604000,316,312,480552,596248
2024-06-17 12:00:00,1718625600,319,314,585860,595267
2024-06-17 18:00:00,1718647200,333,329,545160,1093117
2024-06-18 00:00:00,1718668800,335,330,547614,1117324
2024-06-18 06:00:00,1718690400,335,331,290448,586180
2024-06-18 12:00:00,1718712000,332,328,479564,566343
2024-06-18 18:00:00,1718733600,328,323,717270,1057119
2024-06-19 00:00:00,1718755200,325,321,631487,633143
2024-06-19 06:00:00,1718776800,315,313,419030,392634
2024-06-19 12:00:00,1718798400,306,299,486534,462920
2024-06-19 18:00:00,1718820000,316,311,1084683,610411
2024-06-20 00:00:00,1718841600,322,317,623352,835820
2024-06-20 06:00:00,1718863200,332,328,319756,567920
2024-06-20 12:00:00,1718884800,356,348,449094,929228
2024-06-20 18:00:00,1718906400,390,379,557387,1225092
2024-06-21 00:00:00,1718928000,377,371,510220,1193993
2024-06-21 06:00:00,1718949600,379,377,474975,609646
2024-06-21 12:00:00,1718971200,433,421,529351,1056997
2024-06-21 18:00:00,1718992800,417,408,738417,1087674
2024-06-22 00:00:00,1719014400,399,390,806611,1322902
2024-06-22 06:00:00,1719036000,368,359,409614,698184
2024-06-22 12:00:00,1719057600,342,336,683917,1028063
2024-06-22 18:00:00,1719079200,345,340,935606,1079120
2024-06-23 00:00:00,1719100800,345,340,666491,1035154
2024-06-23 06:00:00,1719122400,332,331,514603,530115
2024-06-23 12:00:00,1719144000,327,320,709685,879370
2024-06-23 18:00:00,1719165600,338,332,841199,784669
2024-06-24 00:00:00,1719187200,328,323,586874,617623
2024-06-24 06:00:00,1719208800,321,318,554265,431299
2024-06-24 12:00:00,1719230400,316,311,605146,487358
2024-06-24 18:00:00,1719252000,320,316,666260,572162
2024-06-25 00:00:00,1719273600,319,314,710304,532884
2024-06-25 06:00:00,1719295200,315,312,525386,547724
2024-06-25 12:00:00,1719316800,307,300,487172,537018
2024-06-25 18:00:00,1719338400,314,308,650528,759964
2024-06-26 00:00:00,1719360000,316,310,600018,716393
2024-06-26 06:00:00,1719381600,314,309,370685,372728
2024-06-26 12:00:00,1719403200,302,300,582142,362372
2024-06-26 18:00:00,1719424800,298,295,717602,738696
2024-06-27 00:00:00,1719446400,311,307,659781,768901
2024-06-27 06:00:00,1719468000,312,308,454453,399758
2024-06-27 12:00:00,1719489600,315,312,446498,836302
2024-06-27 18:00:00,1719511200,326,321,467341,848511
2024-06-28 00:00:00,1719532800,330,324,514036,950072
2024-06-28 06:00:00,1719554400,301,304,470192,433107
2024-06-28 12:00:00,1719576000,297,294,614039,585661
2024-06-28 18:00:00,1719597600,294,291,663325,468662
2024-06-29 00:00:00,1719619200,301,295,470567,635305
2024-06-29 06:00:00,1719640800,299,296,470201,436651
2024-06-29 12:00:00,1719662400,288,283,465212,666648
2024-06-29 18:00:00,1719684000,285,281,666955,551573
