date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2024-06-10 12:00:00,1718020800,131076,127527,98,34
2024-06-10 18:00:00,1718042400,131373,127653,165,40
2024-06-11 00:00:00,1718064000,131265,127749,123,30
2024-06-11 06:00:00,1718085600,131449,127165,78,25
2024-06-11 12:00:00,1718107200,131054,128178,50,30
2024-06-11 18:00:00,1718128800,131336,128184,141,47
2024-06-12 00:00:00,1718150400,131138,127804,107,38
2024-06-12 06:00:00,1718172000,131329,128375,28,29
2024-06-12 12:00:00,1718193600,131431,130026,69,21
2024-06-12 18:00:00,1718215200,131439,127561,138,49
2024-06-13 00:00:00,1718236800,131270,127572,113,31
2024-06-13 06:00:00,1718258400,131331,130038,74,11
2024-06-13 12:00:00,1718280000,131460,128483,66,52
2024-06-13 18:00:00,1718301600,130709,128656,88,17
2024-06-14 00:00:00,1718323200,131064,128337,122,62
2024-06-14 06:00:00,1718344800,130643,129099,99,29
2024-06-14 12:00:00,1718366400,131372,128858,79,52
2024-06-14 18:00:00,1718388000,131264,128719,164,34
2024-06-15 00:00:00,1718409600,131353,128047,125,54
2024-06-15 06:00:00,1718431200,131374,126822,76,29
2024-06-15 12:00:00,1718452800,130934,127301,134,41
2024-06-15 18:00:00,1718474400,130855,126385,148,35
2024-06-16 00:00:00,1718496000,131781,126777,140,72
2024-06-16 06:00:00,1718517600,131882,129141,79,11
2024-06-16 12:00:00,1718539200,131629,128463,144,36
2024-06-16 18:00:00,1718560800,131378,126470,158,56
2024-06-17 00:00:00,1718582400,130884,127910,94,26
2024-06-17 06:00:00,1718604000,130803,128638,71,28
2024-06-17 12:00:00,1718625600,130793,127870,87,39
2024-06-17 18:00:00,1718647200,130752,128835,114,41
2024-06-18 00:00:00,1718668800,130877,128447,156,44
2024-06-18 06:00:00,1718690400,130771,128415,51,27
2024-06-18 12:00:00,1718712000,129789,127415,65,50
2024-06-18 18:00:00,1718733600,130253,127705,69,47
2024-06-19 00:00:00,1718755200,130830,127749,121,47
2024-06-19 06:00:00,1718776800,130907,126140,63,78
2024-06-19 12:00:00,1718798400,130958,127871,79,27
2024-06-19 18:00:00,1718820000,131366,128455,131,28
2024-06-20 00:00:00,1718841600,131178,127932,84,43
2024-06-20 06:00:00,1718863200,131331,128800,70,20
2024-06-20 12:00:00,1718884800,130565,127415,36,60
2024-06-20 18:00:00,1718906400,131316,128380,96,41
2024-06-21 00:00:00,1718928000,131270,128425,114,40
2024-06-21 06:00:00,1718949600,131441,127924,52,30
2024-06-21 12:00:00,1718971200,131265,127534,93,25
2024-06-21 18:00:00,1718992800,130979,129137,151,21
2024-06-22 00:00:00,1719014400,131321,127580,175,59
2024-06-22 06:00:00,1719036000,131598,128604,56,34
