date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2023-09-09,1694217600,2,2.0,67737313,31340172
2023-09-10,1694304000,2,2.0,37499246,35259867
2023-09-11 00:00:00,1694390400,2,2.0,38740901,35206773
2023-09-12 00:00:00,1694476800,2,2.0,32483487,32867713
2023-09-13 00:00:00,1694563200,2,2.0,25385874,29467714
2023-09-14 00:00:00,1694649600,2,2.0,36343306,19854281
2023-09-15 00:00:00,1694736000,2,2.0,36150598,29804910
2023-09-16 00:00:00,1694822400,2,2.0,62228067,17904320
2023-09-17 00:00:00,1694908800,2,2.0,46023169,45995295
2023-09-18 00:00:00,1694995200,2,2.0,13237843,36517374
2023-09-19 00:00:00,1695081600,2,2.0,14098565,53622464
2023-09-20 00:00:00,1695168000,2,2.0,16433713,42781711
2023-09-21 00:00:00,1695254400,2,2.0,33985130,27518001
2023-09-22 00:00:00,1695340800,2,2.0,33334646,32935923
2023-09-23 00:00:00,1695427200,2,2.0,21284809,45426394
2023-09-24 00:00:00,1695513600,2,2.0,43445904,48918203
2023-09-25 00:00:00,1695600000,2,2.0,14782106,46870529
2023-09-26 00:00:00,1695686400,2,2.0,36081720,30961125
2023-09-27 00:00:00,1695772800,2,2.0,24085868,40029120
2023-09-28 00:00:00,1695859200,2,2.0,19471669,41388041
2023-09-29 00:00:00,1695945600,2,2.0,16068285,45243560
2023-09-30 00:00:00,1696032000,2,2.0,32699134,36649189
2023-10-01 00:00:00,1696118400,2,2.0,61436968,31926066
2023-10-02 00:00:00,1696204800,2,2.0,25269375,26278203
2023-10-03 00:00:00,1696291200,2,2.0,38622887,23377738
2023-10-04 00:00:00,1696377600,2,2.0,51749973,35119871
2023-10-05 00:00:00,1696464000,2,2.0,42379024,22877614
2023-10-06 00:00:00,1696550400,2,2.0,42234195,30927257
2023-10-07 00:00:00,1696636800,2,2.0,58408326,20610605
2023-10-08 00:00:00,1696723200,2,2.0,32228766,27846246
2023-10-09 00:00:00,1696809600,2,2.0,36954782,25721594
2023-10-10 00:00:00,1696896000,2,2.0,44894474,25274860
2023-10-11 00:00:00,1696982400,2,2.0,21672118,22429035
2023-10-12 00:00:00,1697068800,2,2.0,26731383,23207851
2023-10-13 00:00:00,1697155200,2,2.0,23617633,32414238
2023-10-14 00:00:00,1697241600,2,2.0,36589354,30031175
2023-10-15 00:00:00,1697328000,2,2.0,38442706,33324167
2023-10-16 00:00:00,1697414400,2,2.0,31067444,26071062
2023-10-17 00:00:00,1697500800,2,2.0,37279548,25710407
2023-10-18 00:00:00,1697587200,2,2.0,35339491,38335853
2023-10-19 00:00:00,1697673600,2,2.0,53194774,22370877
2023-10-20 00:00:00,1697760000,2,2.0,49532429,26062064
2023-10-21 00:00:00,1697846400,2,2.0,45830517,31648724
2023-10-22 00:00:00,1697932800,2,2.0,36408315,32582556
2023-10-23 00:00:00,1698019200,2,2.0,24979180,26530663
2023-10-24 00:00:00,1698105600,2,2.0,40271742,27871619
2023-10-25 00:00:00,1698192000,2,2.0,26894513,38754257
2023-10-26 00:00:00,1698278400,2,2.0,25847948,29236396
2023-10-27 00:00:00,1698364800,2,2.0,30824292,31270648
2023-10-28 00:00:00,1698451200,2,2.0,36656909,25916988
2023-10-29 00:00:00,1698537600,2,2.0,51160460,28752941
2023-10-30 00:00:00,1698624000,2,2.0,38858176,25983924
2023-10-31 00:00:00,1698710400,2,2.0,42180617,28010566
2023-11-01 00:00:00,1698796800,2,2.0,43318307,26612573
