date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2024-06-10 12:00:00,1718020800,992,981,714722,607655
2024-06-10 18:00:00,1718042400,992,983,764116,565672
2024-06-11 00:00:00,1718064000,982,973,661371,441866
2024-06-11 06:00:00,1718085600,988,980,453143,377451
2024-06-11 12:00:00,1718107200,981,967,607674,402455
2024-06-11 18:00:00,1718128800,976,964,754170,509911
2024-06-12 00:00:00,1718150400,959,948,753418,369252
2024-06-12 06:00:00,1718172000,948,939,302129,159123
2024-06-12 12:00:00,1718193600,951,942,745618,403888
2024-06-12 18:00:00,1718215200,945,933,653462,492712
2024-06-13 00:00:00,1718236800,934,922,675511,283705
2024-06-13 06:00:00,1718258400,931,923,502486,320166
2024-06-13 12:00:00,1718280000,928,918,751387,466893
2024-06-13 18:00:00,1718301600,908,898,686151,391544
2024-06-14 00:00:00,1718323200,905,891,702995,460246
2024-06-14 06:00:00,1718344800,894,885,535414,209960
2024-06-14 12:00:00,1718366400,886,879,700020,396061
2024-06-14 18:00:00,1718388000,865,856,820370,517882
2024-06-15 00:00:00,1718409600,881,868,613453,504342
2024-06-15 06:00:00,1718431200,831,806,593060,334894
2024-06-15 12:00:00,1718452800,818,803,794065,467390
2024-06-15 18:00:00,1718474400,818,804,865425,539523
2024-06-16 00:00:00,1718496000,814,800,747929,356351
2024-06-16 06:00:00,1718517600,809,802,593972,232509
2024-06-16 12:00:00,1718539200,805,794,770706,339363
2024-06-16 18:00:00,1718560800,804,796,801416,260857
2024-06-17 00:00:00,1718582400,795,786,579920,417370
2024-06-17 06:00:00,1718604000,777,778,551164,186278
2024-06-17 12:00:00,1718625600,794,788,569782,510593
2024-06-17 18:00:00,1718647200,800,794,708913,519991
2024-06-18 00:00:00,1718668800,807,797,822875,459210
2024-06-18 06:00:00,1718690400,816,807,435019,294938
2024-06-18 12:00:00,1718712000,825,815,480903,540057
2024-06-18 18:00:00,1718733600,785,774,695375,454002
2024-06-19 00:00:00,1718755200,808,800,594798,425557
2024-06-19 06:00:00,1718776800,801,801,393429,335189
2024-06-19 12:00:00,1718798400,792,783,457813,307589
2024-06-19 18:00:00,1718820000,809,799,863039,429215
2024-06-20 00:00:00,1718841600,817,807,485081,294849
2024-06-20 06:00:00,1718863200,809,801,390081,285510
2024-06-20 12:00:00,1718884800,828,821,501321,376223
2024-06-20 18:00:00,1718906400,837,824,856546,515627
2024-06-21 00:00:00,1718928000,844,832,516454,373726
2024-06-21 06:00:00,1718949600,833,834,462089,262423
2024-06-21 12:00:00,1718971200,864,852,481454,606013
2024-06-21 18:00:00,1718992800,828,818,627951,457603
2024-06-22 00:00:00,1719014400,818,810,676127,272861
2024-06-22 06:00:00,1719036000,827,819,452270,251601
