date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2024-06-04 18:00:00,1717524000,503,495,796834,980682
2024-06-05 00:00:00,1717545600,498,491,575885,893460
2024-06-05 06:00:00,1717567200,501,495,276163,434606
2024-06-05 12:00:00,1717588800,501,496,503895,715840
2024-06-05 18:00:00,1717610400,510,503,602679,1125456
2024-06-06 00:00:00,1717632000,514,507,378546,1224265
2024-06-06 06:00:00,1717653600,517,511,313145,655867
2024-06-06 12:00:00,1717675200,520,513,457942,1008141
2024-06-06 18:00:00,1717696800,520,515,447832,1060014
2024-06-07 00:00:00,1717718400,509,501,604355,890720
2024-06-07 06:00:00,1717740000,510,503,281812,630069
2024-06-07 12:00:00,1717761600,515,510,475202,949649
2024-06-07 18:00:00,1717783200,506,499,534406,909359
2024-06-08 00:00:00,1717804800,502,495,602567,891621
2024-06-08 06:00:00,1717826400,502,493,369448,712193
2024-06-08 12:00:00,1717848000,484,475,552730,931553
2024-06-08 18:00:00,1717869600,485,478,770789,978908
2024-06-09 00:00:00,1717891200,482,478,650491,861231
2024-06-09 06:00:00,1717912800,488,482,579303,725475
2024-06-09 12:00:00,1717934400,481,477,900070,886265
2024-06-09 18:00:00,1717956000,485,480,839029,1236820
2024-06-10 00:00:00,1717977600,476,470,676674,913017
2024-06-10 06:00:00,1717999200,482,478,338643,638608
2024-06-10 12:00:00,1718020800,487,482,631720,1022004
2024-06-10 18:00:00,1718042400,489,484,510696,1164979
2024-06-11 00:00:00,1718064000,490,485,514834,1261820
2024-06-11 06:00:00,1718085600,493,486,315228,838528
2024-06-11 12:00:00,1718107200,496,490,621643,1015478
2024-06-11 18:00:00,1718128800,505,497,567105,1264988
2024-06-12 00:00:00,1718150400,501,498,479948,1058867
2024-06-12 06:00:00,1718172000,518,509,186019,595787
2024-06-12 12:00:00,1718193600,512,507,395603,1162473
2024-06-12 18:00:00,1718215200,520,513,548270,1207450
2024-06-13 00:00:00,1718236800,531,521,403405,1277368
2024-06-13 06:00:00,1718258400,533,525,390908,743095
2024-06-13 12:00:00,1718280000,517,509,528035,948708
2024-06-13 18:00:00,1718301600,518,511,617446,877997
2024-06-14 00:00:00,1718323200,515,508,608409,854328
2024-06-14 06:00:00,1718344800,517,508,343225,530382
2024-06-14 12:00:00,1718366400,512,506,513972,615801
2024-06-14 18:00:00,1718388000,497,491,667361,723484
2024-06-15 00:00:00,1718409600,493,484,646691,681893
2024-06-15 06:00:00,1718431200,487,481,357504,546430
2024-06-15 12:00:00,1718452800,479,471,531737,883437
2024-06-15 18:00:00,1718474400,469,462,713136,763753
2024-06-16 00:00:00,1718496000,470,460,539691,824672
2024-06-16 06:00:00,1718517600,455,450,617906,682972
2024-06-16 12:00:00,1718539200,442,436,848971,723639
2024-06-16 18:00:00,1718560800,442,433,801190,783628
2024-06-17 00:00:00,1718582400,444,437,608597,684104
2024-06-17 06:00:00,1718604000,450,444,360988,630218
2024-06-17 12:00:00,1718625600,442,435,577100,803553
2024-06-17 18:00:00,1718647200,439,432,726541,938353
2024-06-18 00:00:00,1718668800,432,425,606813,772555
2024-06-18 06:00:00,1718690400,436,430,427099,621893
2024-06-18 12:00:00,1718712000,454,447,599959,1011388
2024-06-18 18:00:00,1718733600,459,453,495815,1166730
2024-06-19 00:00:00,1718755200,458,451,489163,1036944
2024-06-19 06:00:00,1718776800,464,457,230501,707613
2024-06-19 12:00:00,1718798400,470,459,546357,756578
2024-06-19 18:00:00,1718820000,482,470,497151,1081323
2024-06-20 00:00:00,1718841600,455,447,1037410,798414
2024-06-20 06:00:00,1718863200,462,454,357949,795939
2024-06-20 12:00:00,1718884800,468,459,486796,982251
2024-06-20 18:00:00,1718906400,469,462,535593,1057914
2024-06-21 00:00:00,1718928000,473,467,594527,896968
2024-06-21 06:00:00,1718949600,486,474,417889,708423
2024-06-21 12:00:00,1718971200,477,471,519907,924793
2024-06-21 18:00:00,1718992800,476,473,653909,819299
2024-06-22 00:00:00,1719014400,476,470,663515,1072320
2024-06-22 06:00:00,1719036000,469,461,424499,694323
2024-06-22 12:00:00,1719057600,466,458,597130,847851
2024-06-22 18:00:00,1719079200,469,462,783658,887355
2024-06-23 00:00:00,1719100800,463,455,741849,871429
2024-06-23 06:00:00,1719122400,456,450,509409,704392
2024-06-23 12:00:00,1719144000,453,448,569693,1010386
2024-06-23 18:00:00,1719165600,459,451,925739,1099381
2024-06-24 00:00:00,1719187200,469,465,675995,1179905
2024-06-24 06:00:00,1719208800,477,472,200069,755755
2024-06-24 12:00:00,1719230400,501,493,419541,1086066
2024-06-24 18:00:00,1719252000,502,495,464987,1302651
2024-06-25 00:00:00,1719273600,507,496,487979,1138470
2024-06-25 06:00:00,1719295200,491,486,413005,660446
2024-06-25 12:00:00,1719316800,517,510,441026,923597
2024-06-25 18:00:00,1719338400,546,540,542635,1164665
2024-06-26 00:00:00,1719360000,544,531,484267,1336424
2024-06-26 06:00:00,1719381600,560,549,278204,622786
2024-06-26 12:00:00,1719403200,516,505,517887,729471
2024-06-26 18:00:00,1719424800,537,527,534698,1168234
2024-06-27 00:00:00,1719446400,543,538,382290,1103589
2024-06-27 06:00:00,1719468000,559,550,284436,671648
2024-06-27 12:00:00,1719489600,582,573,339383,1042037
2024-06-27 18:00:00,1719511200,580,571,487717,1340385
2024-06-28 00:00:00,1719532800,576,563,510948,1193646
2024-06-28 06:00:00,1719554400,587,577,357650,723267
2024-06-28 12:00:00,1719576000,584,573,504787,1277564
2024-06-28 18:00:00,1719597600,547,540,590630,1184172
2024-06-29 00:00:00,1719619200,551,544,534265,1057250
2024-06-29 06:00:00,1719640800,574,583,304192,674732
2024-06-29 12:00:00,1719662400,576,567,259206,1049287
2024-06-29 18:00:00,1719684000,546,538,628113,935250
2024-06-30 00:00:00,1719705600,527,522,519543,829465
2024-06-30 06:00:00,1719727200,535,525,370660,635340
