date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2023-09-04,1693785600,443,440,1948146,3144112
2023-09-05,1693872000,449,445,1818982,2624902
2023-09-06,1693958400,453,449,1790342,2603275
2023-09-07 00:00:00,1694044800,455,450,2058671,2873856
2023-09-08 00:00:00,1694131200,462,457,1712051,3179327
2023-09-09 00:00:00,1694217600,462,459,1966351,3020092
2023-09-10 00:00:00,1694304000,456,450,1962388,2723944
2023-09-11 00:00:00,1694390400,456,454,1756155,2710518
2023-09-12 00:00:00,1694476800,466,460,1648615,2928465
2023-09-13 00:00:00,1694563200,470,464,1765332,3069585
2023-09-14 00:00:00,1694649600,457,468,2160928,2924538
2023-09-15 00:00:00,1694736000,471,463,2002004,2644366
2023-09-16 00:00:00,1694822400,463,456,2718348,2331540
2023-09-17 00:00:00,1694908800,468,459,2381419,3313171
2023-09-18 00:00:00,1694995200,479,469,1928170,2352790
2023-09-19 00:00:00,1695081600,483,476,2517231,2682476
2023-09-20 00:00:00,1695168000,511,504,1990446,2829841
2023-09-21 00:00:00,1695254400,514,511,2062181,3010609
2023-09-22 00:00:00,1695340800,508,502,1926023,2930729
2023-09-23 00:00:00,1695427200,482,473,2425808,2459572
2023-09-24 00:00:00,1695513600,463,455,2287987,2930390
2023-09-25 00:00:00,1695600000,465,459,2126123,2762140
2023-09-26 00:00:00,1695686400,470,466,1539157,2921953
2023-09-27 00:00:00,1695772800,492,485,1642688,3217971
2023-09-28 00:00:00,1695859200,512,504,1556834,3108712
2023-09-29 00:00:00,1695945600,507,502,1730441,3059927
2023-09-30 00:00:00,1696032000,493,486,1914269,2949178
2023-10-01 00:00:00,1696118400,486,478,2104760,2677410
2023-10-02 00:00:00,1696204800,490,487,1815713,3432416
2023-10-03 00:00:00,1696291200,507,501,1436522,3554819
2023-10-04 00:00:00,1696377600,527,521,1518452,3534773
2023-10-05 00:00:00,1696464000,554,548,1552560,3399936
2023-10-06 00:00:00,1696550400,532,527,2069368,2884093
2023-10-07 00:00:00,1696636800,497,489,1992967,2662656
2023-10-08 00:00:00,1696723200,481,470,2229574,3070817
2023-10-09 00:00:00,1696809600,460,453,2178924,2490646
2023-10-10 00:00:00,1696896000,447,439,2447085,2551625
2023-10-11 00:00:00,1696982400,447,442,2073539,2993139
2023-10-12 00:00:00,1697068800,454,449,1846265,3072156
2023-10-13 00:00:00,1697155200,465,460,1690752,3191220
2023-10-14 00:00:00,1697241600,448,442,2442208,3110692
2023-10-15 00:00:00,1697328000,437,431,2358597,2908861
2023-10-16 00:00:00,1697414400,445,441,1936447,3267359
2023-10-17 00:00:00,1697500800,461,454,1606764,3261796
2023-10-18 00:00:00,1697587200,482,474,1634993,3285523
2023-10-19 00:00:00,1697673600,488,483,1720396,3806908
2023-10-20 00:00:00,1697760000,492,487,1596068,3360794
2023-10-21 00:00:00,1697846400,473,468,2047959,3296547
2023-10-22 00:00:00,1697932800,439,430,2268392,3125018
2023-10-23 00:00:00,1698019200,449,443,1906090,2794604
2023-10-24 00:00:00,1698105600,433,429,1806352,2651698
2023-10-25 00:00:00,1698192000,431,426,1715311,2632415
2023-10-26 00:00:00,1698278400,424,419,2067169,2571939
2023-10-27 00:00:00,1698364800,415,412,2169579,2750470
2023-10-28 00:00:00,1698451200,402,394,2168759,2568051
2023-10-29 00:00:00,1698537600,396,391,2490554,2811767
2023-10-30 00:00:00,1698624000,394,392,1927143,3355270
2023-10-31 00:00:00,1698710400,408,404,1686881,3357927
2023-11-01 00:00:00,1698796800,418,415,1759504,3200019
2023-11-02 00:00:00,1698883200,419,418,1718956,3574460
2023-11-03 00:00:00,1698969600,425,422,2011037,3222721
2023-11-04 00:00:00,1699056000,419,414,2207201,3320450
2023-11-05 00:00:00,1699142400,418,414,2249981,3337494
2023-11-06 00:00:00,1699228800,430,427,1946291,3473659
2023-11-07 00:00:00,1699315200,434,429,1409795,3047518
2023-11-08 00:00:00,1699401600,454,447,1526177,3523534
2023-11-09 00:00:00,1699488000,445,442,1659425,2879010
2023-11-10 00:00:00,1699574400,451,448,1715718,3161254
2023-11-11 00:00:00,1699660800,462,457,1928262,3638828
2023-11-12 00:00:00,1699747200,449,446,2385648,3312259
2023-11-13 00:00:00,1699833600,438,430,2624016,2827256
2023-11-14 00:00:00,1699920000,443,439,1982032,3155740
2023-11-15 00:00:00,1700006400,449,447,1380540,2945861
2023-11-16 00:00:00,1700092800,470,463,1050521,2334682
2023-11-17 00:00:00,1700179200,475,472,1143757,2171880
2023-11-18 00:00:00,1700265600,443,458,1264674,1929004
2023-11-19 00:00:00,1700352000,447,444,1232325,1815595
2023-11-20 00:00:00,1700438400,476,470,1157501,2433569
2023-11-21 00:00:00,1700524800,482,477,744524,1726327
2023-11-22 00:00:00,1700611200,480,475,1216101,2185336
2023-11-23 00:00:00,1700697600,479,478,978911,1946852
2023-11-24 00:00:00,1700784000,486,483,1083247,2162406
2023-11-25 00:00:00,1700870400,473,471,1348996,1867876
2023-11-26 00:00:00,1700956800,454,447,1618954,1903376
2023-11-27 00:00:00,1701043200,449,443,1470158,1698382
2023-11-28 00:00:00,1701129600,447,441,1389287,1985852
2023-11-29 00:00:00,1701216000,443,443,1285436,1832104
2023-11-30 00:00:00,1701302400,446,442,1293860,1937730
2023-12-01 00:00:00,1701388800,435,431,1421893,1744729
2023-12-02 00:00:00,1701475200,429,426,1247701,2070694
2023-12-03 00:00:00,1701561600,413,403,1811463,1581359
2023-12-04 00:00:00,1701648000,418,421,1239917,2041686
2023-12-05 00:00:00,1701734400,424,421,1146586,1965341
2023-12-06 00:00:00,1701820800,417,413,1103257,1615699
2023-12-07 00:00:00,1701907200,411,408,1490331,1819337
2023-12-08 00:00:00,1701993600,401,395,1436868,1516154
2023-12-09 00:00:00,1702080000,392,385,1664869,1856087
2023-12-10 00:00:00,1702166400,387,384,1670549,2179868
2023-12-11 00:00:00,1702252800,414,408,1055605,2436485
2023-12-12 00:00:00,1702339200,429,424,1106940,2200677
2023-12-13 00:00:00,1702425600,403,404,1476302,1974426
2023-12-14 00:00:00,1702512000,404,399,1378767,1699937
2023-12-15 00:00:00,1702598400,401,402,1200741,1774410
2023-12-16 00:00:00,1702684800,375,366,1562232,1487358
2023-12-17 00:00:00,1702771200,368,361,1826849,1955498
2023-12-18 00:00:00,1702857600,358,349,1694254,1444320
2023-12-19 00:00:00,1702944000,363,358,1450323,1962510
2023-12-20 00:00:00,1703030400,377,376,1258298,2318340
2023-12-21 00:00:00,1703116800,395,388,1231222,2562226
2023-12-22 00:00:00,1703203200,412,406,1335139,2691265
2023-12-23 00:00:00,1703289600,388,384,1340271,1942959
2023-12-24 00:00:00,1703376000,382,377,1521403,1848377
2023-12-25 00:00:00,1703462400,375,371,1108901,1914236
2023-12-26 00:00:00,1703548800,370,367,1798484,2012166
2023-12-27 00:00:00,1703635200,387,384,1380145,2511434
2023-12-28 00:00:00,1703721600,379,379,1466506,2430290
2023-12-29 00:00:00,1703808000,383,381,1717857,2108727
2023-12-30 00:00:00,1703894400,364,358,1549847,1984033
2023-12-31 00:00:00,1703980800,343,337,1828880,2152590
2024-01-01 00:00:00,1704067200,337,331,1883952,2103271
2024-01-02 00:00:00,1704153600,339,337,1626581,2380662
2024-01-03 00:00:00,1704240000,354,349,1348671,2644138
2024-01-04 00:00:00,1704326400,373,368,1161756,2712106
