date,timestamp,avgHighPrice,avgLowPrice,highPriceVolume,lowPriceVolume
2024-06-10 12:00:00,1718020800,140,138,2270,4620
2024-06-10 18:00:00,1718042400,139,138,206,1886
2024-06-11 00:00:00,1718064000,140,138,3126,3256
2024-06-11 06:00:00,1718085600,150,138,33441,2256
2024-06-11 12:00:00,1718107200,141,141,2080,2231
2024-06-11 18:00:00,1718128800,140,143,7298,16627
2024-06-12 00:00:00,1718150400,140,150,916,33420
2024-06-12 06:00:00,1718172000,139,138,201,236
2024-06-12 12:00:00,1718193600,140,140,7127,4040
2024-06-12 18:00:00,1718215200,140,138,2261,22122
2024-06-13 00:00:00,1718236800,140,138,1192,2751
2024-06-13 06:00:00,1718258400,141,138,2220,372
2024-06-13 12:00:00,1718280000,139,138,1425,748
2024-06-13 18:00:00,1718301600,153,148,2833,5832
2024-06-14 00:00:00,1718323200,153,150,6579,6493
2024-06-14 06:00:00,1718344800,155,145,3715,1890
2024-06-14 12:00:00,1718366400,155,152,2471,3296
2024-06-14 18:00:00,1718388000,154,151,5349,4801
2024-06-15 00:00:00,1718409600,150,149,3366,4347
2024-06-15 06:00:00,1718431200,155,150,44279,6214
2024-06-15 12:00:00,1718452800,153,153,5339,4539
2024-06-15 18:00:00,1718474400,148,154,913,9012
2024-06-16 00:00:00,1718496000,153,149,2595,6343
2024-06-16 06:00:00,1718517600,154,149,9716,673
2024-06-16 12:00:00,1718539200,154,144,5106,3504
2024-06-16 18:00:00,1718560800,148,147,830,5078
2024-06-17 00:00:00,1718582400,146,145,2985,8162
2024-06-17 06:00:00,1718604000,148,144,608,422
2024-06-17 12:00:00,1718625600,145,144,2693,2509
2024-06-17 18:00:00,1718647200,148,144,3512,2477
2024-06-18 00:00:00,1718668800,151,143,2604,19090
2024-06-18 06:00:00,1718690400,142,146,15062,4957
2024-06-18 12:00:00,1718712000,146,143,595,4349
2024-06-18 18:00:00,1718733600,148,149,1249,3836
2024-06-19 00:00:00,1718755200,155,153,2004,3406
2024-06-19 06:00:00,1718776800,155,154,25769,2810
2024-06-19 12:00:00,1718798400,155,153,166,4037
2024-06-19 18:00:00,1718820000,154,149,4599,21562
2024-06-20 00:00:00,1718841600,154,154,7495,8802
2024-06-20 06:00:00,1718863200,149,159,366,5570
2024-06-20 12:00:00,1718884800,149,146,4343,5697
2024-06-20 18:00:00,1718906400,153,152,4235,3497
2024-06-21 00:00:00,1718928000,153,151,714,15224
2024-06-21 06:00:00,1718949600,152,151,1069,5791
2024-06-21 12:00:00,1718971200,148,146,7897,3332
2024-06-21 18:00:00,1718992800,153,148,17385,12344
2024-06-22 00:00:00,1719014400,155,158,639,3141
2024-06-22 06:00:00,1719036000,160,155,18,2745
2024-06-22 12:00:00,1719057600,159,155,542,2140
2024-06-22 18:00:00,1719079200,156,157,9037,15321
2024-06-23 00:00:00,1719100800,161,159,7197,7672
2024-06-23 06:00:00,1719122400,184,169,638,3793
2024-06-23 12:00:00,1719144000,286,185,390,3733
2024-06-23 18:00:00,1719165600,200,181,2238,8778
2024-06-24 00:00:00,1719187200,271,197,302,4704
2024-06-24 06:00:00,1719208800,743,220,79,2688
2024-06-24 12:00:00,1719230400,348,193,1517,4559
2024-06-24 18:00:00,1719252000,187,174,1786,8578
2024-06-25 00:00:00,1719273600,164,165,3692,10162
2024-06-25 06:00:00,1719295200,159,154,10728,10591
2024-06-25 12:00:00,1719316800,164,164,5754,8962
2024-06-25 18:00:00,1719338400,180,171,48202,23720
2024-06-26 00:00:00,1719360000,185,176,3993,18751
2024-06-26 06:00:00,1719381600,169,166,208,1050
2024-06-26 12:00:00,1719403200,175,174,1595,3949
